PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
"Cuadecuc, Vampir",Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,34,1,ADULTOS,2019,MARZO,SALA
Umbracle,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,20,1,ADULTOS,2019,MARZO,SALA
Programa 2: Acción santos/ Miró la forja/ Miró tapiz/ La tempestad/ viva el piano/ Mudanza,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,10,1,ADULTOS,2019,MARZO,SALA
Informe General,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,21,1,ADULTOS,2019,MARZO,SALA
Puente de Varsovia,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,59,1,ADULTOS,2019,MARZO,SALA
El silencio antes de Bach,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,98,1,ADULTOS,2019,MARZO,SALA
Informe General II: El nuevo rapto de Europa,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,24,1,ADULTOS,2019,MARZO,SALA
El sopar (la cena),Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,18,1,ADULTOS,2019,MARZO,SALA
Las niñas bien ,Alejandra Márquez Abella,ESTRENO,México,3844,20,ADULTOS,2019,MARZO,SALA
Al abrir mis ojos ,Leyla Bouzid,ESTRENO,"Túnez, Francia, Bélgica",1489,18,ADULTOS,2019,MARZO,SALA
Las cinéphilas ,María Alvarez,ESTRENO,Argentina,563,18,ADULTOS,2019,MARZO,SALA
Memorias de Antonia,Marleen Gorris,Cine y Literatura,Holanda,190,1,ADULTOS,2019,MARZO,SALA
Su última aventura,Gilberto Martínez Solares,Clásicos en pantalla,México,197,2,ADULTOS,2019,MARZO,SALA
Guionistas del cine mexicano,"Alejandro Medrano, Xavier Robles, Guillermo Arriaga, Paz Alicia Garciadiego",Presentación de libro,N/A,92,1,ADULTOS,2019,MARZO,SALA
25 años diseñando para el cine mexicano,"Alejandro Magallanes, Kenya Márquez, Roberto Fiesco, Elisa Lozano y Arturo Ripstein",Conferencia,N/A,178,1,ADULTOS,2019,MARZO,SALA
El mar muerto,Ignacio Ortiz,Conversando Cineastas,México,157,1,ADULTOS,2019,MARZO,SALA
La mentirita blanca,Tomás Alzamora,Función especial,Chile,170,1,ADULTOS,2019,MARZO,SALA
Baño de vida,Dalia R. Reyes,ESTRENO,México,391,7,ADULTOS,2019,MARZO,SALA
Seminario de experiencia de archivo,"Tzutzumatzin Soto, Ángel Alemán",Seminario de experiencia de archivo,N/A,47,1,ADULTOS,2019,MARZO,SALA
Francofonía,Aleksándr Sokúrov,ESTRENO,"Francia, Alemania, Países Bajos",767,5,ADULTOS,2019,MARZO,
Restos de viento,Jimena Montemayor Loyo,ESTRENO,México,681,7,ADULTOS,2019,MARZO,SALA
Vitaminas para el amor ,Howard Hawks,Clásicos en pantalla,Estados Unidos ,453,2,ADULTOS,2019,MARZO,SALA
Texas antes del alamo,N/A,Función Privada,N/A,174,1,ADULTOS,2019,MARZO,SALA
Aniversario AMCI,VARIOS,Función Privada,VARIOS,350,1,ADULTOS,2019,MARZO,
Bruma,Max Zunino,Función especial,México-Alemania,174,1,ADULTOS,2019,MARZO,SALA
Siempre Dany,N/A,Cortos,N/A,115,1,ADULTOS,2019,MARZO,
Univers(o) pecanins,Ventura Pons,FUNCION,España,174,1,ADULTOS,2019,MARZO,SALA
acadmeica,N/A,Función privada de academica ,N/A,40,1,ADULTOS,2019,MARZO,SALA
"CLÁSICOS DEL CINE MEXICANO
SONRISAS DE UNA NOCHE DE VERANO",Ingmar Bergman,CLÁSICOS DEL CINE ,Suecia,145,1,ADULTOS,2019,MARZO,FORO
"CLÁSICOS DEL CINE MEXICANO
TRONO DE SANGRE ",Akira Kurosawa,CLÁSICOS DEL CINE ,Japon,130,1,ADULTOS,2019,MARZO,FORO
"CLÁSICOS DEL CINE MEXICANO
AVENTURERA ",Alberto Gout,CLÁSICOS DEL CINE MEXICANO,México,98,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""TIEMPO SUSPENDIDO""",Natalia Bruschtein,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,173,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""NO ES POR GUSTO""",Anden Calacas,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,186,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""TIEMPO DE LLUVIA""",Itandehui Jansen,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,165,1,ADULTOS,2019,MARZO,FORO
"CINECLUB 43
""HASTA LOS DIENTES""",Alberto Arnaut Estrada,CINECLUB 43,México,205,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""LA GUERRA""",Paulina del Pasos,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,89,1,ADULTOS,2019,MARZO,FORO
"""DESDE EL CRISTAL  CON QUE SE MIRA, VICIOS EN LA COCINA, ROMPIENDO EL SILENCIO""","Maricarmen de Lara, Beatriz Mira, Rosa Martha Fernandez",TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,165,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""JÚBA WAJIN, RESISTENCIA EN LA MONTAÑA DE GUERRERO""",Laura Salas y Nicolás Tapia ,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,120,1,ADULTOS,2019,MARZO,FORO
EL SUEÑO DE WALDO/ MRS. MCCUTCHEON PACKGIRL/ LA MUÑECA TETONA/ MAREJADA DEAR CHICKENS,Varios,NOCHES DE SHORTS,"Chile, Australia, México",134,1,ADULTOS,2019,MARZO,FORO
El manatial de la Doncella,Ingmar Bergman,Clásicos de Ingmar Bergman,Suecia,125,1,ADULTOS,2019,MARZO,FORO
Sonrisas de una noche de verano,Ingmar Bergman,Clásicos de Ingmar Bergman,Suecia,178,1,ADULTOS,2019,MARZO,FORO
El séptimo sello,Ingmar Bergman,Clásicos de Ingmar Bergman,Suecia,122,1,ADULTOS,2019,MARZO,FORO
Bosque de niebla ,Mónica Álvarez Franco,CC,México,124,1,ADULTOS,2019,MARZO,FORO
Chega de fiu,Amanda Kamanchek y Fernanda Frazao,Feme Revolution,Brasil,143,1,ADULTOS,2019,MARZO,FORO
Bosque de niebla ,Mónica Álvarez Franco,CC,México,145,1,ADULTOS,2019,MARZO,FORO
Burning,Lee Chang-dong,CC,República de Corea,4567,39,Adultos ,2019,ABRIL,SALA
Francofonía,Aleksándr Sokúrov,CC,"Francia, Alemania, Países bajos",2810,36,Adultos ,2019,ABRIL,SALA
Climax,Gaspar Noé,CC,"Francia, Bélgica, Estados Unidos",335,4,Adultos ,2019,ABRIL,SALA
El atentado del siglo: Utøya,Erik Poppe,CC,Noruega,2846,27,Adultos ,2019,ABRIL,SALA
Las niñas bien ,Alejandra Márquez Abella,CC,México,9263,54,Adultos ,2019,ABRIL,SALA
Un asunto de familia ,Hirokazu Kore-eda,CC,Japón,846,11,Adultos ,2019,ABRIL,SALA
Guerra fría,Pawel Pawlikowski,CC,"Polonia, Francia",1418,12,Adultos ,2019,ABRIL,SALA
El ángel ,Luis Oterga,CC,"Argentina, España",4434,27,Adultos ,2019,ABRIL,SALA
El comprade Mendoza,Fernando Fuentes,Cine y Literatura,México,159,1,Adultos ,2019,ABRIL,SALA
Mi papá se llama Lola,Joaquín Guzman Luna,CC,México,106,3,Adultos ,2019,ABRIL,SALA
Cafarnaúm la ciudad olvidada  ,Nadine Labak,CC,Libano,5466,34,Adultos ,2019,ABRIL,SALA
Bengalas en el cielo,Guadalupe Ortega y Erika Méndez,Presentación de Libro,N/A,186,1,Adultos ,2019,ABRIL,SALA
Belmonte,Federico Veiroj,CC,"Uruguay, España, México",738,21,Adultos ,2019,ABRIL,SALA
El canto prohibido del México 68…a 50 años,Joaquin Guzmán Luna,CC,México,986,31,Adultos ,2019,ABRIL,SALA
Baño de vida,Dalia R. Reyes,CC,México,1074,37,Adultos ,2019,ABRIL,SALA
Mientras se espera,Paola Villanueva Bidault,CC,México,25,1,Adultos ,2019,ABRIL,SALA
Un lugar llamado Chiapas,Nettie Wild,,Canadá,854,23,Adultos ,2019,ABRIL,SALA
Arábia,"Joao Dumans, Affonso Uchoa",CC,Brasil,742,20,Adultos ,2019,ABRIL,SALA
El rey del barrio,Gilberto Martínez Solares,CC,México,1352,18,Adultos ,2019,ABRIL,SALA
La favorita,Yorgos Lanthimos,CC,"Reino Unido, Irlanda, Estados Unidos",539,5,Adultos ,2019,ABRIL,SALA
"El vicepresidente, más allá del poder",Adam McKay,CC,Estados Unidos,55,1,Adultos ,2019,ABRIL,SALA
Le Grand Méchant Renard,"Benjamin Renner, Patrick Imbert",Funcion IFAL,Francia,139,2,Niños,2019,ABRIL,SALA
Al abrir mis ojos ,Leyla Bouzid,CC,"Túnez, Francia, Bélgica",2909,29,Adultos ,2019,ABRIL,SALA
Restos de viento,Jimena Montemayor Loyo,CC,México,2163,39,Adultos ,2019,ABRIL,SALA
Un transporte común,Dyana Gaye,Funcion IFAL,Francia,62,1,Niños,2019,ABRIL,
Atrás hay relámpagos,Julio Hernández Cordón,CC,"Costa Rica, México",94,4,Adultos ,2019,ABRIL,SALA
Félicité,Alain Gomis,CC,"Francia, Senegal, Bélgiva, Alemania ",217,10,Adultos ,2019,ABRIL,SALA
Cortometrajes ,Varios ,Funcion IFAL,Canadá,72,1,Niños,2019,ABRIL,
Fando y Lis,Alejandro Jodorowsky,Retrospectiva Antonio Reynoso,México,72,1,Adultos ,2019,ABRIL,SALA
La sunamita / Tajimara,Héctor Mendoza,Retrospectiva Antonio Reynoso,México,24,1,Adultos ,2019,ABRIL,SALA
"Programa de cortometrajes: El despojo, la creación artística: José Luis Cuevas, José Guadalupe Posada, Los escuincles, Siqueiros, Frida Kahlo, Naufragio",Varios,Retrospectiva Antonio Reynoso,México,24,1,Adultos ,2019,ABRIL,SALA
Olimpiada en México,Alberto Isaac,Retrospectiva Antonio Reynoso,México,17,1,Adultos ,2019,ABRIL,SALA
La magia,René Rebetez,Retrospectiva Antonio Reynoso,México,80,1,Adultos ,2019,ABRIL,SALA
"Ulama, el juego de la vida y la muerte",Roberto Rochín,Retrospectiva Antonio Reynoso,México,52,1,Adultos ,2019,ABRIL,SALA
Las cinéphilas ,María Alvarez,CC,Argentina,920,39,Adultos ,2019,ABRIL,SALA
Las herederas,Marcelo Martinessi,CC,"Paraguay, Alemania, Brasil, Uruguay",696,22,Adultos ,2019,ABRIL,SALA
Bruma,Max Zunino,Estreno,"México, Alemania",4057,35,Adultos ,2019,ABRIL,SALA
El Ciudadano Kane,Orson Welles,Estreno,Estados Unidos,2963,21,Adultos ,2019,ABRIL,SALA
"Rapsodia, Laberintos del yo",Antonio del Rivero H.,Estreno,"México, Estados Unidos",800,20,Adultos ,2019,ABRIL,SALA
