Date,Open,High,Low,Close,Adj Close,Volume
2017-04-02,50.738400,51.274502,45.425800,48.748699,48.748699,134604000
2017-04-03,48.821201,48.821201,43.409698,44.356400,44.356400,190512992
2017-04-04,43.921799,45.739601,41.721802,44.641899,44.641899,157568000
2017-04-05,44.661098,47.843399,44.538101,45.304001,45.304001,119733000
2017-04-06,45.220501,45.641899,40.901100,43.242100,43.242100,147120000
2017-04-07,42.865101,44.037498,41.646000,42.162601,42.162601,81474704
2017-04-08,41.798401,45.205299,41.730801,44.307098,44.307098,74138800
2017-04-09,44.280399,44.490501,42.892799,43.266998,43.266998,55143000
2017-04-10,43.277599,44.135899,42.415401,43.435200,43.435200,44061500
2017-04-11,43.501400,44.252800,43.299702,43.407200,43.407200,38303300
2017-04-12,43.462799,47.231998,43.110001,46.287300,46.287300,88045696
2017-04-13,46.310600,50.913799,46.310600,50.219398,50.219398,157200000
2017-04-14,49.971401,50.050098,46.762501,47.574100,47.574100,91674400
2017-04-15,47.653702,49.570000,47.175400,49.101501,49.101501,66207800
2017-04-16,49.037800,49.143101,48.187302,48.718498,48.718498,31343800
2017-04-17,48.659698,48.745399,48.051800,48.304600,48.304600,44013300
2017-04-18,48.319000,51.030201,48.297100,50.707500,50.707500,78748496
2017-04-19,50.729000,50.948002,47.260502,48.305302,48.305302,76281000
2017-04-20,48.132301,49.988998,48.132301,49.672199,49.672199,79600896
2017-04-21,49.643299,49.661701,48.140301,48.224400,48.224400,45048300
2017-04-22,48.182400,48.742100,48.173100,48.553001,48.553001,37357600
2017-04-23,48.592499,48.885601,48.168098,48.489300,48.489300,36234000
2017-04-24,48.866699,50.181400,48.866699,50.031502,50.031502,55580600
2017-04-25,50.074600,50.303600,49.806900,49.891201,49.891201,38264600
2017-04-26,49.909401,53.436798,49.909401,52.720299,52.720299,104884000
2017-04-27,52.805698,62.167702,52.288601,62.167702,62.167702,246775008
2017-04-28,62.226898,70.846497,62.133202,70.159203,70.159203,346545984
2017-04-29,71.389603,71.904900,66.778900,68.376900,68.376900,165448000
2017-04-30,68.540604,79.021202,68.347702,79.021202,79.021202,229944992
2017-05-01,79.321602,82.523903,73.086601,76.296997,76.296997,376841984
2017-05-02,76.653397,79.353302,74.376801,77.263802,77.263802,193772992
2017-05-03,77.253998,80.095299,75.763397,79.718201,79.718201,141922000
2017-05-04,79.720398,97.561897,79.431099,96.981400,96.981400,366847008
2017-05-05,96.734703,103.233002,92.220398,94.398499,94.398499,331928000
2017-05-06,94.912102,97.875900,90.950104,97.813499,97.813499,151462000
2017-05-07,97.869400,98.239098,89.866402,94.007301,94.007301,183295008
2017-05-08,93.747002,95.136902,89.514603,91.420403,91.420403,231344000
2017-05-09,91.227997,93.056702,80.389900,91.162903,91.162903,363433984
2017-05-10,91.151100,92.846901,85.286301,89.524902,89.524902,145602000
2017-05-11,89.770699,102.547997,88.475899,89.879700,89.879700,132722000
2017-05-12,89.428596,93.123100,88.655403,88.655403,88.655403,145824992
2017-05-13,88.694397,93.812302,86.660202,90.835403,90.835403,88742200
2017-05-14,90.871597,91.248299,89.606003,90.786499,90.786499,66046600
2017-05-15,90.784103,95.430496,86.829201,92.414902,92.414902,170999008
2017-05-16,92.387703,93.555099,89.117599,89.438004,89.438004,152284992
2017-05-17,89.250298,91.269203,84.430000,89.860397,89.860397,183031008
2017-05-18,89.840401,97.368599,89.840401,96.906303,96.906303,196236992
2017-05-19,97.052803,133.561996,97.052803,129.526993,129.526993,626945024
2017-05-20,129.222000,133.641006,124.702003,126.521004,126.521004,331455008
2017-05-21,127.537003,159.026001,125.889000,157.936996,157.936996,570361024
2017-05-22,158.173004,201.746002,152.473999,174.261002,174.261002,1188909952
2017-05-23,170.817993,183.548996,169.932007,181.951996,181.951996,530708992
2017-05-24,182.649002,228.373993,182.447006,190.046005,190.046005,561014016
2017-05-25,189.848999,210.983994,170.507004,174.445999,174.445999,943636992
2017-05-26,175.216995,193.688004,150.278000,160.403000,160.403000,792457984
2017-05-27,159.817001,166.951996,120.443001,157.757996,157.757996,1217059968
2017-05-28,158.817001,179.934998,157.604004,170.511002,170.511002,717971008
2017-05-29,170.134995,197.126007,164.529999,194.908997,194.908997,718828032
2017-05-30,195.613007,233.710007,189.292999,231.910995,231.910995,1586669952
2017-05-31,231.578003,236.964996,215.567993,230.669006,230.669006,1271600000
2017-06-01,230.886002,236.220993,214.479996,222.238998,222.238998,812924032
2017-06-02,222.285995,229.410995,219.584000,223.774994,223.774994,469532000
2017-06-03,223.464005,225.973007,219.419006,224.376007,224.376007,427896000
2017-06-04,224.117004,250.410004,223.981003,245.332001,245.332001,753820032
2017-06-05,245.261993,249.468994,243.048996,248.464005,248.464005,435660000
2017-06-06,248.598999,267.514008,246.839005,264.466003,264.466003,741553024
2017-06-07,264.260010,264.674011,254.039993,258.071014,258.071014,461648992
2017-06-08,257.990997,262.252014,253.975006,261.665985,261.665985,385494016
2017-06-09,261.748993,282.760986,261.748993,281.737000,281.737000,557985984
2017-06-10,282.014008,350.260986,282.014008,337.667999,337.667999,1611629952
2017-06-11,338.794006,353.010986,318.170990,340.609009,340.609009,1373219968
2017-06-12,341.164001,414.756012,341.164001,401.489990,401.489990,2882650112
2017-06-13,395.686005,411.178009,370.057007,397.536987,397.536987,1717379968
2017-06-14,397.588989,399.324005,342.214996,359.053009,359.053009,1272579968
2017-06-15,358.506989,364.438995,300.700012,361.933014,361.933014,2463450112
2017-06-16,361.182007,373.054993,341.416992,370.226990,370.226990,1096280064
2017-06-17,369.882996,379.414001,364.002014,379.414001,379.414001,904652992
2017-06-18,379.519012,390.580994,368.843994,371.458008,371.458008,904702976
2017-06-19,371.864014,377.114990,369.763000,370.056000,370.056000,685171968
2017-06-20,370.326996,377.968994,350.941986,359.005005,359.005005,1020390016
2017-06-21,359.540009,361.342987,319.479004,336.872009,336.872009,1420130048
2017-06-22,337.733002,342.027008,330.622009,336.371002,336.371002,925766976
2017-06-23,336.484985,348.006012,334.989990,341.739014,341.739014,593206976
2017-06-24,341.625000,343.621002,322.087006,323.696014,323.696014,673585024
2017-06-25,323.466003,332.791992,284.645996,303.247986,303.247986,1186880000
2017-06-26,302.954987,311.458008,238.649002,272.691986,272.691986,2081810048
2017-06-27,272.691986,293.088013,227.136993,293.088013,293.088013,1973869952
2017-06-28,293.041992,333.104004,276.414001,327.927002,327.927002,2056550016
2017-06-29,328.365997,330.708008,297.372986,302.882996,302.882996,1508579968
2017-06-30,303.152008,315.171997,288.442993,294.915985,294.915985,1011800000
2017-07-01,293.352997,293.747986,268.617004,274.601013,274.601013,1089200000
2017-07-02,275.122986,295.509003,262.519989,287.987000,287.987000,1123330048
2017-07-03,288.414001,291.104004,281.175995,282.898010,282.898010,851408000
2017-07-04,282.191010,287.388000,273.110992,273.303009,273.303009,687691008
2017-07-05,273.098999,275.125000,261.446991,268.773987,268.773987,790256000
2017-07-06,268.858002,278.476013,265.511993,270.549011,270.549011,623080000
2017-07-07,270.350006,273.942993,244.173996,245.990997,245.990997,687251968
2017-07-08,245.889999,273.476990,236.550995,251.697006,251.697006,754958016
2017-07-09,251.822006,255.104996,242.136993,242.136993,242.136993,505118016
2017-07-10,243.011002,243.070999,196.964996,215.356995,215.356995,937219008
2017-07-11,211.524994,220.291000,183.391998,197.404007,197.404007,1440950016
2017-07-12,197.151993,230.774002,189.589005,230.774002,230.774002,1241190016
2017-07-13,231.811996,231.811996,200.065002,209.733002,209.733002,828489024
2017-07-14,209.529007,211.100998,187.373993,199.662003,199.662003,749382016
2017-07-15,199.709000,200.160995,170.654999,170.654999,170.654999,810451968
2017-07-16,169.574005,172.014008,133.723007,157.363007,157.363007,1516889984
2017-07-17,159.990997,194.753006,158.044006,193.423996,193.423996,1669500032
2017-07-18,195.026993,267.985992,182.059006,234.391006,234.391006,2709260032
2017-07-19,234.940994,245.651001,191.744995,199.703003,199.703003,2328790016
2017-07-20,205.421997,233.904007,203.216003,227.264999,227.264999,2224999936
2017-07-21,226.061005,235.117996,213.009995,218.304993,218.304993,1006129984
2017-07-22,217.860001,232.695999,216.867996,229.475998,229.475998,618259968
2017-07-23,229.123001,231.679993,217.722000,225.951004,225.951004,649614976
2017-07-24,226.285004,227.537994,222.453003,224.710999,224.710999,431691008
2017-07-25,224.373001,225.324005,195.845001,206.710007,206.710007,1095760000
2017-07-26,207.085999,210.766998,194.783997,203.953003,203.953003,717692032
2017-07-27,204.856003,206.444000,201.259995,204.317993,204.317993,393283008
2017-07-28,204.324997,204.897003,192.304001,193.123001,193.123001,562571008
2017-07-29,193.341003,208.679001,179.647003,205.789001,205.789001,824355008
2017-07-30,206.735992,208.541000,196.149002,197.977997,197.977997,596233984
2017-07-31,197.404999,203.871002,193.410995,203.871002,203.871002,569414016
2017-08-01,204.688004,227.744003,204.688004,226.768997,226.768997,1585330048
2017-08-02,227.005997,229.511993,218.117996,219.951996,219.951996,632606016
2017-08-03,220.179993,228.292007,219.888000,225.341995,225.341995,557217024
2017-08-04,225.307999,227.621002,222.057007,223.072998,223.072998,539782976
2017-08-05,222.852005,256.506989,221.951996,256.506989,256.506989,1332999936
2017-08-06,256.419006,271.049011,252.852005,261.566986,261.566986,1482979968
2017-08-07,261.237000,271.963013,256.688995,269.179993,269.179993,935726976
2017-08-08,269.100006,298.907013,266.795990,296.769012,296.769012,1502409984
2017-08-09,297.631989,318.716003,276.690002,296.027008,296.027008,2638579968
2017-08-10,296.960999,306.592987,289.925995,295.891998,295.891998,1076819968
2017-08-11,294.494995,309.209015,294.494995,308.864014,308.864014,953576000
2017-08-12,308.709991,317.559998,307.895996,310.601013,310.601013,1111650048
2017-08-13,310.365997,310.816010,289.313995,298.063995,298.063995,1369369984
2017-08-14,298.031006,306.807007,296.411987,300.096985,300.096985,864390976
2017-08-15,299.951996,300.408997,279.326996,289.817993,289.817993,1051800000
2017-08-16,289.819000,303.412994,285.385010,302.266998,302.266998,967643008
2017-08-17,302.804993,311.028015,300.250000,301.457001,301.457001,909494016
2017-08-18,301.696991,307.959991,292.498993,295.589996,295.589996,936160000
2017-08-19,296.181000,301.666992,286.183014,297.470001,297.470001,860201984
2017-08-20,296.644012,301.428009,291.579987,301.428009,301.428009,571947008
2017-08-21,300.476013,347.049011,297.234009,321.591003,321.591003,2448969984
2017-08-22,321.054993,327.360992,297.912994,314.785004,314.785004,1336400000
2017-08-23,315.265991,324.209991,314.539001,317.519012,317.519012,811990016
2017-08-24,317.447998,327.959991,317.080994,325.610992,325.610992,697665024
2017-08-25,326.109009,336.398010,325.795990,331.915009,331.915009,760329024
2017-08-26,331.989990,334.984985,327.919006,333.881989,333.881989,514180992
2017-08-27,334.356995,347.893005,334.356995,347.893005,347.893005,633369984
2017-08-28,350.042999,352.053986,338.407013,347.747009,347.747009,854318976
2017-08-29,347.964996,373.763000,347.790009,370.666992,370.666992,1220029952
2017-08-30,369.472992,388.747986,361.971008,378.484985,378.484985,1333319936
2017-08-31,378.441010,386.139008,376.354004,383.041992,383.041992,706254016
2017-09-01,383.467010,390.044006,383.467010,387.740997,387.740997,874222016
2017-09-02,387.824005,389.352997,328.095001,348.984009,348.984009,1483600000
2017-09-03,350.229004,366.487000,332.231995,347.484009,347.484009,986265984
2017-09-04,347.132996,347.132996,279.938995,295.170990,295.170990,1801689984
2017-09-05,297.566986,318.571991,268.285004,312.988007,312.988007,1551049984
2017-09-06,313.802002,334.657990,313.489990,334.338013,334.338013,1058830016
2017-09-07,333.519012,333.519012,319.938995,329.428009,329.428009,718624000
2017-09-08,329.635986,329.635986,285.157013,296.497009,296.497009,1098780032
2017-09-09,296.169006,299.890991,287.220001,294.404999,294.404999,528620992
2017-09-10,294.063995,294.764008,268.972992,288.747009,288.747009,698326016
2017-09-11,289.744995,300.687988,286.684998,294.532013,294.532013,571307008
2017-09-12,294.630005,311.195007,287.227997,291.463989,291.463989,753144000
2017-09-13,291.122009,291.122009,260.609985,277.112000,277.112000,921692032
2017-09-14,276.587006,280.839996,213.908005,213.908005,213.908005,1184589952
2017-09-15,215.220993,258.654999,195.035004,250.464005,250.464005,1935699968
2017-09-16,250.865997,262.592987,238.223007,246.522003,246.522003,711737024
2017-09-17,245.848999,256.996002,235.240005,251.748993,251.748993,427452000
2017-09-18,252.227005,293.497009,252.227005,293.497009,293.497009,1127750016
2017-09-19,293.656006,295.768005,274.484009,282.803986,282.803986,646908992
2017-09-20,282.015015,290.885986,278.049011,283.742004,283.742004,421404000
2017-09-21,283.263000,286.609985,255.016006,258.579987,258.579987,601265984
2017-09-22,258.114014,270.540009,256.217987,264.309998,264.309998,430080992
2017-09-23,264.598999,286.167999,261.119995,286.167999,286.167999,450934016
2017-09-24,286.213989,292.947998,278.131989,282.483002,282.483002,571411008
2017-09-25,282.217987,293.515015,281.876007,292.332001,292.332001,483160992
2017-09-26,292.346008,293.750000,287.019989,287.437988,287.437988,345800992
2017-09-27,287.019989,308.015015,286.820007,306.467010,306.467010,550243968
2017-09-28,306.471008,307.197998,295.470001,299.154999,299.154999,501894016
2017-09-29,299.119995,299.924011,279.773010,291.467010,291.467010,541374976
2017-09-30,291.476990,303.963989,291.112000,301.464996,301.464996,332439008
2017-10-01,301.546997,303.192993,295.061005,302.337006,302.337006,306184992
2017-10-02,302.481995,302.920013,294.582001,297.475006,297.475006,339443008
2017-10-03,297.483002,300.110992,288.132996,292.463013,292.463013,321680000
2017-10-04,292.753998,299.394012,290.894989,292.657990,292.657990,257906000
2017-10-05,292.773010,298.040985,288.839996,295.863007,295.863007,253747008
2017-10-06,295.154999,308.839996,294.947998,308.588013,308.588013,318664000
2017-10-07,308.891998,313.130005,304.975006,311.123993,311.123993,342204992
2017-10-08,311.058990,312.541992,308.028015,308.608002,308.608002,293167008
2017-10-09,308.666992,309.312988,288.184998,297.391998,297.391998,559467008
2017-10-10,297.601013,306.153992,293.173004,299.869995,299.869995,359705984
2017-10-11,301.181000,304.390015,299.096008,303.455994,303.455994,264146000
2017-10-12,303.497986,309.151001,303.290009,304.135986,304.135986,527556992
2017-10-13,304.079010,348.596008,299.657013,338.756989,338.756989,1304359936
2017-10-14,338.851990,347.975006,334.697998,339.627991,339.627991,516561984
2017-10-15,339.528992,342.717010,320.427002,336.595001,336.595001,635406976
2017-10-16,336.710999,349.345001,332.041992,333.384003,333.384003,692884992
2017-10-17,333.484009,333.484009,311.786987,317.082001,317.082001,509924000
2017-10-18,316.944000,317.235992,290.635986,314.319000,314.319000,606113984
2017-10-19,314.537994,316.713989,305.828003,308.088013,308.088013,349830016
2017-10-20,308.045990,311.437988,303.493988,304.006012,304.006012,396672992
2017-10-21,303.571991,303.929993,291.768005,300.187012,300.187012,408014016
2017-10-22,300.549011,305.502014,292.813995,295.446014,295.446014,327387008
2017-10-23,295.096008,295.747986,277.575012,286.950012,286.950012,482336000
2017-10-24,287.119995,311.958008,282.657990,298.328003,298.328003,684281024
2017-10-25,298.437012,301.848999,290.717987,297.924988,297.924988,325040000
2017-10-26,298.022003,301.066010,295.222992,296.527008,296.527008,270272992
2017-10-27,296.507996,299.256012,294.058990,297.423004,297.423004,257168992
2017-10-28,297.915009,300.356995,293.584991,296.298004,296.298004,264424000
2017-10-29,296.381012,313.755005,296.381012,305.088013,305.088013,551752000
2017-10-30,304.782013,310.496002,304.351990,307.751007,307.751007,331441984
2017-10-31,307.377991,310.548004,305.878998,305.878998,305.878998,369583008
2017-11-01,305.761993,306.401001,290.583008,291.694000,291.694000,553864000
2017-11-02,290.725006,293.907013,281.171997,287.428986,287.428986,904900992
2017-11-03,288.497009,308.312988,287.692993,305.710999,305.710999,646339968
2017-11-04,305.480988,305.480988,295.802002,300.468994,300.468994,416479008
2017-11-05,300.036987,301.371002,295.117004,296.263000,296.263000,337657984
2017-11-06,296.427002,305.415009,293.717010,298.891998,298.891998,579358976
2017-11-07,298.567993,304.842010,290.766998,294.658997,294.658997,540766016
2017-11-08,294.270996,318.701996,293.102997,309.070007,309.070007,967955968
2017-11-09,308.644989,329.451996,307.056000,320.884003,320.884003,893249984
2017-11-10,320.670990,324.717987,294.541992,299.252991,299.252991,885985984
2017-11-11,298.585999,319.453003,298.191986,314.681000,314.681000,842300992
2017-11-12,314.690002,319.153015,298.513000,307.907990,307.907990,1613479936
2017-11-13,307.024994,328.415009,307.024994,316.716003,316.716003,1041889984
2017-11-14,316.763000,340.177002,316.763000,337.631012,337.631012,1069680000
2017-11-15,337.963989,340.911987,329.812988,333.356995,333.356995,722665984
2017-11-16,333.442993,336.158997,323.605988,330.924011,330.924011,797254016
2017-11-17,330.166992,334.963989,327.523010,332.394012,332.394012,621732992
2017-11-18,331.980011,349.615997,327.687012,347.612000,347.612000,649638976
2017-11-19,347.401001,371.290985,344.739990,354.385986,354.385986,1181529984
2017-11-20,354.093994,372.136993,353.289001,366.730011,366.730011,807027008
2017-11-21,367.442993,372.470001,350.692993,360.401001,360.401001,949912000
2017-11-22,360.312012,381.420013,360.147003,380.652008,380.652008,800819008
2017-11-23,381.438995,425.548004,376.088013,410.165985,410.165985,1845680000
2017-11-24,412.501007,480.972992,402.757996,474.911011,474.911011,2292829952
2017-11-25,475.675995,485.191986,461.053009,466.276001,466.276001,1422080000
2017-11-26,465.973999,472.722992,451.605988,471.329987,471.329987,1197779968
2017-11-27,471.531006,493.404999,468.484985,480.355011,480.355011,1396480000
2017-11-28,480.518005,482.480011,466.346985,472.902008,472.902008,1346499968
2017-11-29,473.281006,522.307007,425.071014,427.523010,427.523010,2675940096
2017-11-30,431.214996,465.497009,401.243011,447.114014,447.114014,1903040000
2017-12-01,445.209015,472.609009,428.312012,466.540009,466.540009,1247879936
2017-12-02,466.851013,476.239014,456.653015,463.449005,463.449005,943649984
2017-12-03,463.704987,482.813995,451.851990,465.852997,465.852997,990556992
2017-12-04,466.053986,474.777008,453.312012,470.204010,470.204010,1005550016
2017-12-05,470.294006,473.558014,457.660004,463.281006,463.281006,1216720000
2017-12-06,462.604004,462.708008,420.209991,428.588013,428.588013,1998259968
2017-12-07,426.368988,441.397003,414.411011,434.407990,434.407990,2129570048
2017-12-08,434.989014,466.062012,422.367004,456.031006,456.031006,2336379904
2017-12-09,457.343994,504.147003,456.252991,473.502014,473.502014,2003849984
2017-12-10,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968
2017-12-11,440.358002,516.968994,439.104004,515.135986,515.135986,1771440000
2017-12-12,522.286011,657.317993,504.493988,651.431030,651.431030,5179829760
2017-12-13,644.906006,747.992981,597.797974,702.767029,702.767029,4524539904
2017-12-14,700.593994,753.120972,664.989014,695.815979,695.815979,3821580032
2017-12-15,696.375977,697.132019,621.060974,684.447998,684.447998,2758710016
2017-12-16,686.192017,718.385010,680.786011,696.208984,696.208984,2165690112
2017-12-17,696.237000,735.825012,696.237000,719.974976,719.974976,2147389952
2017-12-18,721.731995,803.927979,689.231018,794.645020,794.645020,3249230080
2017-12-19,793.901001,881.943970,785.341980,826.822998,826.822998,4096549888
2017-12-20,827.515991,845.062012,756.004028,819.085999,819.085999,3969939968
2017-12-21,820.236023,880.543030,792.689026,821.062988,821.062988,3569060096
2017-12-22,822.643005,827.682983,543.762024,674.859985,674.859985,4977710080
2017-12-23,681.315979,763.895020,679.731018,719.387024,719.387024,2480339968
2017-12-24,721.768982,721.768982,614.921997,694.148010,694.148010,2300549888
2017-12-25,698.869995,782.520996,698.869995,765.833984,765.833984,2491760128
2017-12-26,763.369995,786.789978,760.934998,773.835999,773.835999,2201159936
2017-12-27,774.969971,789.252991,738.413025,762.841980,762.841980,2100029952
2017-12-28,762.208008,763.318970,701.187012,737.023010,737.023010,2389149952
2017-12-29,740.388977,770.117004,729.607971,753.591980,753.591980,2648969984
2017-12-30,753.815002,753.815002,685.231018,717.257019,717.257019,3187780096
2017-12-31,712.211975,760.348022,710.119019,756.732971,756.732971,2554269952
2018-01-01,755.757019,782.530029,742.004028,772.640991,772.640991,2595760128
2018-01-02,772.346008,914.830017,772.346008,884.443970,884.443970,5783349760
2018-01-03,886.000000,974.471008,868.450989,962.719971,962.719971,5093159936
2018-01-04,961.713013,1045.079956,946.085999,980.921997,980.921997,6502859776
2018-01-05,975.750000,1075.390015,956.325012,997.719971,997.719971,6683149824
2018-01-06,995.153992,1060.709961,994.622009,1041.680054,1041.680054,4662219776
2018-01-07,1043.010010,1153.170044,1043.010010,1153.170044,1153.170044,5569880064
2018-01-08,1158.260010,1266.930054,1016.049988,1148.530029,1148.530029,8450970112
2018-01-09,1146.000000,1320.979980,1145.489990,1299.739990,1299.739990,7965459968
2018-01-10,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400
